Block	CountA	CountB	SNVs	Haplotype
738	3	2	-	-
739	4	3	-	-
740	3	2	-	-
741	2	1	-	-
742	2	1	-	-
743	2	1	-	-
744	2	1	-	-
745	3	2	-	-
746	2	1	-	-
747	2	2	match	-
748	2	2	match	-
749	4	3	-	-
750	2	1	-	-
751	2	0	-	-
752	2	2	match	match
753	3	2	-	-
754	2	1	-	-
755	2	1	-	-
756	2	1	-	-
757	3	2	-	-
758	2	1	-	-
759	2	1	-	-
760	4	3	-	-
761	31	27	-	-
762	2	1	-	-
763	4	3	-	-
764	5	4	-	-
765	3	3	match	-
766	3	2	-	-
767	38	32	-	-
768	10	9	-	-
769	13	12	-	-
770	2	1	-	-
771	2	1	-	-
772	9	8	-	-
773	6	5	-	-
774	3	1	-	-
775	3	2	-	-
776	2	1	-	-
777	2	1	-	-
778	2	0	-	-
779	2	1	-	-
780	3	2	-	-
781	2	2	match	-
782	4	3	-	-
783	6	5	-	-
784	5	4	-	-
785	2	1	-	-
786	2	1	-	-
787	2	1	-	-
788	2	1	-	-
789	14	12	-	-
790	3	2	-	-
791	3	2	-	-
792	2	1	-	-
793	3	2	-	-
794	2	1	-	-
795	3	2	-	-
796	5	4	-	-
797	2	1	-	-
798	2	1	-	-
799	3	1	-	-
800	3	2	-	-
801	7	6	-	-
802	4	3	-	-
803	10	9	-	-
804	2	1	-	-
805	6	5	-	-
806	2	1	-	-
807	2	1	-	-
808	2	2	match	match
809	3	1	-	-
810	5	4	-	-
811	3	2	-	-
812	3	2	-	-
813	4	3	-	-
814	2	1	-	-
815	2	1	-	-
816	2	1	-	-
817	2	1	-	-
818	2	1	-	-
819	2	1	-	-
820	2	1	-	-
821	2	1	-	-
822	4	3	-	-
823	3	3	match	match
824	9	8	-	-
825	3	2	-	-
826	2	1	-	-
827	4	3	-	-
828	3	1	-	-
829	22	21	-	-
830	8	5	-	-
831	2	1	-	-
832	2	1	-	-
833	2	1	-	-
834	2	1	-	-
835	2	1	-	-
836	3	2	-	-
837	2	1	-	-
838	2	1	-	-
839	2	1	-	-
840	3	3	match	match
841	4	3	-	-
842	3	2	-	-
843	3	3	match	match
844	2	2	match	-
845	2	1	-	-
846	2	1	-	-
847	2	2	match	-
848	2	1	-	-
849	6	2	-	-
850	4	4	match	match
851	2	2	match	match
852	3	2	-	-
853	2	1	-	-
854	2	0	-	-
855	2	1	-	-
856	3	2	-	-
857	4	3	-	-
858	2	1	-	-
859	2	1	-	-
860	9	8	-	-
861	3	2	-	-
862	2	1	-	-
863	3	2	-	-
864	3	2	-	-
865	2	1	-	-
866	2	1	-	-
867	3	2	-	-
868	2	2	match	-
869	2	1	-	-
870	6	5	-	-
871	7	6	-	-
872	4	3	-	-
873	2	1	-	-
874	5	4	-	-
875	5	2	-	-
876	2	1	-	-
877	3	2	-	-
878	2	1	-	-
879	7	7	match	match
880	2	2	match	-
881	6	5	-	-
882	3	2	-	-
883	4	3	-	-
884	2	1	-	-
885	2	2	match	match
886	4	2	-	-
887	7	6	-	-
888	13	12	-	-
889	5	4	-	-
890	13	13	match	-
891	2	1	-	-
892	2	2	match	-
893	2	1	-	-
894	2	0	-	-
895	6	5	-	-
896	9	9	match	-
897	8	7	-	-
898	3	2	-	-
899	2	1	-	-
900	2	1	-	-
901	7	7	match	-
902	2	1	-	-
903	3	2	-	-
904	3	2	-	-
905	2	1	-	-
906	2	0	-	-
907	3	2	-	-
908	2	1	-	-
909	2	1	-	-
910	9	9	match	-
911	8	7	-	-
912	12	9	-	-
913	2	1	-	-
914	2	2	match	-
915	5	3	-	-
916	2	1	-	-
917	3	2	-	-
918	2	1	-	-
919	3	3	match	-
920	4	3	-	-
921	3	2	-	-
922	3	2	-	-
923	2	1	-	-
924	8	7	-	-
925	3	3	match	-
926	2	1	-	-
927	2	1	-	-
928	2	0	-	-
929	3	2	-	-
930	2	1	-	-
931	2	1	-	-
932	2	1	-	-
933	3	2	-	-
934	2	1	-	-
935	2	1	-	-
936	2	1	-	-
937	5	4	-	-
938	19	14	-	-
939	4	3	-	-
940	2	1	-	-
941	2	1	-	-
942	2	1	-	-
943	9	8	-	-
944	5	5	match	match
945	3	1	-	-
946	3	3	match	match
947	2	2	match	-
948	3	2	-	-
949	2	0	-	-
950	2	0	-	-
951	2	1	-	-
952	2	1	-	-
953	3	2	-	-
954	2	1	-	-
955	3	2	-	-
956	4	3	-	-
957	3	2	-	-
958	22	18	-	-
959	4	3	-	-
960	2	1	-	-
961	2	1	-	-
962	3	3	match	-
963	2	2	match	match
964	2	1	-	-
965	4	3	-	-
966	2	2	match	match
967	4	3	-	-
968	29	27	-	-
969	16	15	-	-
970	2	1	-	-
971	2	1	-	-
972	3	2	-	-
973	2	1	-	-
974	2	1	-	-
975	22	21	-	-
976	3	1	-	-
977	5	4	-	-
978	3	2	-	-
979	7	7	match	-
980	3	1	-	-
981	7	7	match	-
982	3	2	-	-
983	5	4	-	-
